"","date","MTR_NUMBER","conload","imp"
"8061",2022-01-17,"UST 0002020",624,11.49
"8062",2022-01-17,"UST 0002021",NA,135.37
"8063",2022-01-18,"USS 0004903",192,2.43
"8064",2022-01-18,"USS 0004927",192,0.72
"8065",2022-01-18,"USS 0004949",192,2.2
"8066",2022-01-18,"USS 0004966",192,1.91
"8067",2022-01-18,"USS 0005019",288,1.66
"8068",2022-01-18,"USS 0008953",288,0
"8069",2022-01-18,"USS 0008983",288,1.32
"8070",2022-01-18,"USS 0009044",288,1.84
"8071",2022-01-18,"USS 0009063",288,2.31
"8072",2022-01-18,"USS 0009067",288,0.78
"8073",2022-01-18,"USS 0009070",288,0.18
"8074",2022-01-18,"USS 0009072",288,2.29
"8075",2022-01-18,"USS 0009073",288,2.2
"8076",2022-01-18,"USS 0009074",288,2.65
"8077",2022-01-18,"USS 0009075",288,2.22
"8078",2022-01-18,"USS 0009076",288,2
"8079",2022-01-18,"USS 0015695",288,3.1
"8080",2022-01-18,"USS 0017113",96,0.8
"8081",2022-01-18,"USS 0017138",288,0.33
"8082",2022-01-18,"USS 0020686",96,0.2
"8083",2022-01-18,"USS 0020707",384,9.27
"8084",2022-01-18,"UST 0000711",624,9.15
"8085",2022-01-18,"UST 0000712",624,11.39
"8086",2022-01-18,"UST 0000713",624,9.39
"8087",2022-01-18,"UST 0002019",624,11.9
"8088",2022-01-18,"UST 0002020",624,11.38
"8089",2022-01-18,"UST 0002021",NA,148.37
"8090",2022-01-19,"USS 0004903",192,2.45
"8091",2022-01-19,"USS 0004927",192,0.38
"8092",2022-01-19,"USS 0004949",192,0.72
"8093",2022-01-19,"USS 0004966",192,1.72
"8094",2022-01-19,"USS 0005019",288,2.66
"8095",2022-01-19,"USS 0008953",288,0.87
"8096",2022-01-19,"USS 0008983",288,3.6
"8097",2022-01-19,"USS 0009044",288,4.53
"8098",2022-01-19,"USS 0009063",288,3.25
"8099",2022-01-19,"USS 0009067",288,1.54
"8100",2022-01-19,"USS 0009070",288,0.32
"8101",2022-01-19,"USS 0009072",288,2.3
"8102",2022-01-19,"USS 0009073",288,2.47
"8103",2022-01-19,"USS 0009074",288,2.89
"8104",2022-01-19,"USS 0009075",288,2.47
"8105",2022-01-19,"USS 0009076",288,2.27
"8106",2022-01-19,"USS 0015695",288,3.04
"8107",2022-01-19,"USS 0017113",96,0.91
"8108",2022-01-19,"USS 0017138",288,0.13
"8109",2022-01-19,"USS 0020686",96,0.17
"8110",2022-01-19,"USS 0020707",384,9.47
"8111",2022-01-19,"UST 0000711",624,9.01
"8112",2022-01-19,"UST 0000712",624,11.13
"8113",2022-01-19,"UST 0000713",624,9.37
"8114",2022-01-19,"UST 0002019",624,11.8
"8115",2022-01-19,"UST 0002020",624,11.35
"8116",2022-01-19,"UST 0002021",NA,136.11
"8117",2022-01-20,"USS 0004903",192,2.26
"8118",2022-01-20,"USS 0004927",192,0.44
"8119",2022-01-20,"USS 0004949",192,0.68
"8120",2022-01-20,"USS 0004966",192,1.96
"8121",2022-01-20,"USS 0005019",288,2.02
"8122",2022-01-20,"USS 0008953",288,1.67
"8123",2022-01-20,"USS 0008983",288,2.92
"8124",2022-01-20,"USS 0009044",288,3.41
"8125",2022-01-20,"USS 0009063",288,4.01
"8126",2022-01-20,"USS 0009067",288,1.48
"8127",2022-01-20,"USS 0009070",288,0.36
"8128",2022-01-20,"USS 0009072",288,2.23
"8129",2022-01-20,"USS 0009073",288,2.47
"8130",2022-01-20,"USS 0009074",288,2.87
"8131",2022-01-20,"USS 0009075",288,2.47
"8132",2022-01-20,"USS 0009076",288,2.25
"8133",2022-01-20,"USS 0015695",288,3
"8134",2022-01-20,"USS 0017113",96,0.67
"8135",2022-01-20,"USS 0017138",288,0
"8136",2022-01-20,"USS 0020686",96,0.35
"8137",2022-01-20,"USS 0020707",384,9.68
"8138",2022-01-20,"UST 0000711",624,9.12
"8139",2022-01-20,"UST 0000712",624,11.16
"8140",2022-01-20,"UST 0000713",624,9.2
"8141",2022-01-20,"UST 0002019",624,11.87
"8142",2022-01-20,"UST 0002020",624,11.35
"8143",2022-01-20,"UST 0002021",NA,143.11
"8144",2022-01-21,"USS 0004903",192,2.51
"8145",2022-01-21,"USS 0004927",192,1.36
"8146",2022-01-21,"USS 0004949",192,0.85
"8147",2022-01-21,"USS 0004966",192,0.99
"8148",2022-01-21,"USS 0005019",288,1.67
"8149",2022-01-21,"USS 0008953",288,1.57
"8150",2022-01-21,"USS 0008983",288,5.01
"8151",2022-01-21,"USS 0009044",288,4.29
"8152",2022-01-21,"USS 0009063",288,2.91
"8153",2022-01-21,"USS 0009067",288,1.5
"8154",2022-01-21,"USS 0009070",288,0.34
"8155",2022-01-21,"USS 0009072",288,2.3
"8156",2022-01-21,"USS 0009073",288,2.47
"8157",2022-01-21,"USS 0009074",288,2.93
"8158",2022-01-21,"USS 0009075",288,2.47
"8159",2022-01-21,"USS 0009076",288,2.29
"8160",2022-01-21,"USS 0015695",288,3.09
"8161",2022-01-21,"USS 0017113",96,0.47
"8162",2022-01-21,"USS 0017138",288,0.01
"8163",2022-01-21,"USS 0020686",96,0.33
"8164",2022-01-21,"USS 0020707",384,9.92
"8165",2022-01-21,"UST 0000711",624,9.27
"8166",2022-01-21,"UST 0000712",624,11.21
"8167",2022-01-21,"UST 0000713",624,9.29
"8168",2022-01-21,"UST 0002019",624,11.87
"8169",2022-01-21,"UST 0002020",624,11.36
"8170",2022-01-21,"UST 0002021",NA,146.65
"8171",2022-01-22,"USS 0004903",192,3.36
"8172",2022-01-22,"USS 0004927",192,1.51
"8173",2022-01-22,"USS 0004949",192,1.06
"8174",2022-01-22,"USS 0004966",192,2
"8175",2022-01-22,"USS 0005019",288,0.96
"8176",2022-01-22,"USS 0008953",288,1.5
"8177",2022-01-22,"USS 0008983",288,3.4
"8178",2022-01-22,"USS 0009044",288,3.27
"8179",2022-01-22,"USS 0009063",288,2.95
"8180",2022-01-22,"USS 0009067",288,1.07
"8181",2022-01-22,"USS 0009070",288,0.33
"8182",2022-01-22,"USS 0009072",288,1.93
"8183",2022-01-22,"USS 0009073",288,2.39
"8184",2022-01-22,"USS 0009074",288,2.85
"8185",2022-01-22,"USS 0009075",288,2.4
"8186",2022-01-22,"USS 0009076",288,2.26
"8187",2022-01-22,"USS 0015695",288,3.09
"8188",2022-01-22,"USS 0017113",96,0.7
"8189",2022-01-22,"USS 0017138",288,0
"8190",2022-01-22,"USS 0020686",96,0.25
"8191",2022-01-22,"USS 0020707",384,9.94
"8192",2022-01-22,"UST 0000711",624,9.13
"8193",2022-01-22,"UST 0000712",624,11.05
"8194",2022-01-22,"UST 0000713",624,9.49
"8195",2022-01-22,"UST 0002019",624,11.89
"8196",2022-01-22,"UST 0002020",624,11.49
"8197",2022-01-22,"UST 0002021",NA,136.92
"8198",2022-01-23,"USS 0004903",192,2.44
"8199",2022-01-23,"USS 0004927",192,2.06
"8200",2022-01-23,"USS 0004949",192,0.65
"8201",2022-01-23,"USS 0004966",192,0.83
"8202",2022-01-23,"USS 0005019",288,1
"8203",2022-01-23,"USS 0008953",288,1.5
"8204",2022-01-23,"USS 0008983",288,2.57
"8205",2022-01-23,"USS 0009044",288,2.82
"8206",2022-01-23,"USS 0009063",288,4.76
"8207",2022-01-23,"USS 0009067",288,0
"8208",2022-01-23,"USS 0009070",288,0.23
"8209",2022-01-23,"USS 0009072",288,1.99
"8210",2022-01-23,"USS 0009073",288,2.45
"8211",2022-01-23,"USS 0009074",288,2.91
"8212",2022-01-23,"USS 0009075",288,2.46
"8213",2022-01-23,"USS 0009076",288,2.28
"8214",2022-01-23,"USS 0015695",288,3.1
"8215",2022-01-23,"USS 0017113",96,0.02
"8216",2022-01-23,"USS 0017138",288,0.01
"8217",2022-01-23,"USS 0020686",96,0.23
"8218",2022-01-23,"USS 0020707",384,9.39
"8219",2022-01-23,"UST 0000711",624,9.22
"8220",2022-01-23,"UST 0000712",624,11.29
"8221",2022-01-23,"UST 0000713",624,9.47
"8222",2022-01-23,"UST 0002019",624,12.01
"8223",2022-01-23,"UST 0002020",624,11.52
"8224",2022-01-23,"UST 0002021",NA,152.33
"8225",2022-01-24,"USS 0004903",192,1.1
"8226",2022-01-24,"USS 0004927",192,1.51
"8227",2022-01-24,"USS 0004949",192,1.37
"8228",2022-01-24,"USS 0004966",192,2.01
"8229",2022-01-24,"USS 0005019",288,0.96
"8230",2022-01-24,"USS 0008953",288,2.2
"8231",2022-01-24,"USS 0008983",288,4.53
"8232",2022-01-24,"USS 0009044",288,3.64
"8233",2022-01-24,"USS 0009063",288,3.86
"8234",2022-01-24,"USS 0009067",288,1.33
"8235",2022-01-24,"USS 0009070",288,0.31
"8236",2022-01-24,"USS 0009072",288,1.98
"8237",2022-01-24,"USS 0009073",288,2.44
"8238",2022-01-24,"USS 0009074",288,2.92
"8239",2022-01-24,"USS 0009075",288,2.44
"8240",2022-01-24,"USS 0009076",288,2.25
"8241",2022-01-24,"USS 0015695",288,3.1
"8242",2022-01-24,"USS 0017113",96,0.83
"8243",2022-01-24,"USS 0017138",288,0.07
"8244",2022-01-24,"USS 0020686",96,0.27
"8245",2022-01-24,"USS 0020707",384,8.92
"8246",2022-01-24,"UST 0000711",624,9.28
"8247",2022-01-24,"UST 0000712",624,11.08
"8248",2022-01-24,"UST 0000713",624,9.43
"8249",2022-01-24,"UST 0002019",624,11.89
"8250",2022-01-24,"UST 0002020",624,11.34
"8251",2022-01-24,"UST 0002021",NA,136.69
"8252",2022-01-25,"USS 0004903",192,2.03
"8253",2022-01-25,"USS 0004927",192,3.07
"8254",2022-01-25,"USS 0004949",192,0.59
"8255",2022-01-25,"USS 0004966",192,1.95
"8256",2022-01-25,"USS 0005019",288,1.23
"8257",2022-01-25,"USS 0008953",288,2.03
"8258",2022-01-25,"USS 0008983",288,1.51
"8259",2022-01-25,"USS 0009044",288,4.33
"8260",2022-01-25,"USS 0009063",288,3.61
"8261",2022-01-25,"USS 0009067",288,1.09
"8262",2022-01-25,"USS 0009070",288,0.25
"8263",2022-01-25,"USS 0009072",288,1.97
"8264",2022-01-25,"USS 0009073",288,2.44
"8265",2022-01-25,"USS 0009074",288,2.9
"8266",2022-01-25,"USS 0009075",288,2.45
"8267",2022-01-25,"USS 0009076",288,2.23
"8268",2022-01-25,"USS 0015695",288,3.11
"8269",2022-01-25,"USS 0017113",96,0.54
"8270",2022-01-25,"USS 0017138",288,0
"8271",2022-01-25,"USS 0020686",96,0.26
"8272",2022-01-25,"USS 0020707",384,7.92
"8273",2022-01-25,"UST 0000711",624,9.36
"8274",2022-01-25,"UST 0000712",624,11.28
"8275",2022-01-25,"UST 0000713",624,9.37
"8276",2022-01-25,"UST 0002019",624,12
"8277",2022-01-25,"UST 0002020",624,11.48
"8278",2022-01-25,"UST 0002021",NA,163.16
"8279",2022-01-26,"USS 0004903",192,2.01
"8280",2022-01-26,"USS 0004927",192,1.35
"8281",2022-01-26,"USS 0004949",192,0.52
"8282",2022-01-26,"USS 0004966",192,2.01
"8283",2022-01-26,"USS 0005019",288,1.92
"8284",2022-01-26,"USS 0008953",288,2.38
"8285",2022-01-26,"USS 0008983",288,1.2
"8286",2022-01-26,"USS 0009044",288,3.22
"8287",2022-01-26,"USS 0009063",288,3.58
"8288",2022-01-26,"USS 0009067",288,1.92
"8289",2022-01-26,"USS 0009070",288,0.3
"8290",2022-01-26,"USS 0009072",288,1.99
"8291",2022-01-26,"USS 0009073",288,2.45
"8292",2022-01-26,"USS 0009074",288,2.92
"8293",2022-01-26,"USS 0009075",288,2.45
"8294",2022-01-26,"USS 0009076",288,2.22
"8295",2022-01-26,"USS 0015695",288,3.04
"8296",2022-01-26,"USS 0017113",96,0.67
"8297",2022-01-26,"USS 0017138",288,0.02
"8298",2022-01-26,"USS 0020686",96,0.25
"8299",2022-01-26,"USS 0020707",384,9.15
"8300",2022-01-26,"UST 0000711",624,9.31
"8301",2022-01-26,"UST 0000712",624,11.39
"8302",2022-01-26,"UST 0000713",624,9.58
"8303",2022-01-26,"UST 0002019",624,12.14
"8304",2022-01-26,"UST 0002020",624,11.59
"8305",2022-01-26,"UST 0002021",NA,160.07
"8306",2022-01-27,"USS 0004903",192,2.28
"8307",2022-01-27,"USS 0004927",192,2.68
"8308",2022-01-27,"USS 0004949",192,1.11
"8309",2022-01-27,"USS 0004966",192,2.06
"8310",2022-01-27,"USS 0005019",288,1.3
"8311",2022-01-27,"USS 0008953",288,2.56
"8312",2022-01-27,"USS 0008983",288,0.31
"8313",2022-01-27,"USS 0009044",288,3.48
"8314",2022-01-27,"USS 0009063",288,6.51
"8315",2022-01-27,"USS 0009067",288,1.13
"8316",2022-01-27,"USS 0009070",288,0.21
"8317",2022-01-27,"USS 0009072",288,1.99
"8318",2022-01-27,"USS 0009073",288,2.45
"8319",2022-01-27,"USS 0009074",288,2.91
"8320",2022-01-27,"USS 0009075",288,2.45
"8321",2022-01-27,"USS 0009076",288,2.26
"8322",2022-01-27,"USS 0015695",288,3.03
"8323",2022-01-27,"USS 0017113",96,0.64
"8324",2022-01-27,"USS 0017138",288,0.05
"8325",2022-01-27,"USS 0020686",96,0.22
"8326",2022-01-27,"USS 0020707",384,8.36
"8327",2022-01-27,"UST 0000711",624,9.39
"8328",2022-01-27,"UST 0000712",624,11.17
"8329",2022-01-27,"UST 0000713",624,9.34
"8330",2022-01-27,"UST 0002019",624,12.1
"8331",2022-01-27,"UST 0002020",624,11.49
"8332",2022-01-27,"UST 0002021",NA,148.53
"8333",2022-01-28,"USS 0004903",192,2.29
"8334",2022-01-28,"USS 0004927",192,5.22
"8335",2022-01-28,"USS 0004949",192,2.25
"8336",2022-01-28,"USS 0004966",192,0.52
"8337",2022-01-28,"USS 0005019",288,1.06
"8338",2022-01-28,"USS 0008953",288,2.47
"8339",2022-01-28,"USS 0008983",288,0.52
"8340",2022-01-28,"USS 0009044",288,3.44
"8341",2022-01-28,"USS 0009063",288,3.16
"8342",2022-01-28,"USS 0009067",288,1.5
"8343",2022-01-28,"USS 0009070",288,0.24
"8344",2022-01-28,"USS 0009072",288,1.98
"8345",2022-01-28,"USS 0009073",288,2.43
"8346",2022-01-28,"USS 0009074",288,2.92
"8347",2022-01-28,"USS 0009075",288,2.43
"8348",2022-01-28,"USS 0009076",288,2.25
"8349",2022-01-28,"USS 0015695",288,3.02
"8350",2022-01-28,"USS 0017113",96,0.56
"8351",2022-01-28,"USS 0017138",288,0.05
"8352",2022-01-28,"USS 0020686",96,0.28
"8353",2022-01-28,"USS 0020707",384,8.84
"8354",2022-01-28,"UST 0000711",624,9.2
"8355",2022-01-28,"UST 0000712",624,11.24
"8356",2022-01-28,"UST 0000713",624,9.26
"8357",2022-01-28,"UST 0002019",624,12.05
"8358",2022-01-28,"UST 0002020",624,11.43
"8359",2022-01-28,"UST 0002021",NA,141.27
"8360",2022-01-29,"USS 0004903",192,1.73
"8361",2022-01-29,"USS 0004927",192,1.88
"8362",2022-01-29,"USS 0004949",192,4.32
"8363",2022-01-29,"USS 0004966",192,1.85
"8364",2022-01-29,"USS 0005019",288,0.96
"8365",2022-01-29,"USS 0008953",288,1.97
"8366",2022-01-29,"USS 0008983",288,1.51
"8367",2022-01-29,"USS 0009044",288,4.1
"8368",2022-01-29,"USS 0009063",288,2.86
"8369",2022-01-29,"USS 0009067",288,1.56
"8370",2022-01-29,"USS 0009070",288,0.24
"8371",2022-01-29,"USS 0009072",288,1.97
"8372",2022-01-29,"USS 0009073",288,2.42
"8373",2022-01-29,"USS 0009074",288,2.88
"8374",2022-01-29,"USS 0009075",288,2.43
"8375",2022-01-29,"USS 0009076",288,2.24
"8376",2022-01-29,"USS 0015695",288,3.04
"8377",2022-01-29,"USS 0017113",96,0.5
"8378",2022-01-29,"USS 0017138",288,0
"8379",2022-01-29,"USS 0020686",96,0.25
"8380",2022-01-29,"USS 0020707",384,9.03
"8381",2022-01-29,"UST 0000711",624,9.39
"8382",2022-01-29,"UST 0000712",624,11.17
"8383",2022-01-29,"UST 0000713",624,9.37
"8384",2022-01-29,"UST 0002019",624,11.93
"8385",2022-01-29,"UST 0002020",624,11.35
"8386",2022-01-29,"UST 0002021",NA,153.68
"8387",2022-01-30,"USS 0004903",192,2.08
"8388",2022-01-30,"USS 0004927",192,1.22
"8389",2022-01-30,"USS 0004949",192,7.3
"8390",2022-01-30,"USS 0004966",192,2.03
"8391",2022-01-30,"USS 0005019",288,0.99
"8392",2022-01-30,"USS 0008953",288,2.2
"8393",2022-01-30,"USS 0008983",288,1.37
"8394",2022-01-30,"USS 0009044",288,2.55
"8395",2022-01-30,"USS 0009063",288,4.31
"8396",2022-01-30,"USS 0009067",288,1.34
"8397",2022-01-30,"USS 0009070",288,0.28
"8398",2022-01-30,"USS 0009072",288,2.16
"8399",2022-01-30,"USS 0009073",288,2.47
"8400",2022-01-30,"USS 0009074",288,2.85
"8401",2022-01-30,"USS 0009075",288,2.43
"8402",2022-01-30,"USS 0009076",288,2.19
"8403",2022-01-30,"USS 0015695",288,3.04
"8404",2022-01-30,"USS 0017113",96,0.02
"8405",2022-01-30,"USS 0017138",288,0.08
"8406",2022-01-30,"USS 0020686",96,0.19
"8407",2022-01-30,"USS 0020707",384,9.59
"8408",2022-01-30,"UST 0000711",624,9.45
"8409",2022-01-30,"UST 0000712",624,11.56
"8410",2022-01-30,"UST 0000713",624,9.39
"8411",2022-01-30,"UST 0002019",624,12.11
"8412",2022-01-30,"UST 0002020",624,11.52
"8413",2022-01-30,"UST 0002021",NA,151.24
"8414",2022-01-31,"USS 0004903",192,2.42
"8415",2022-01-31,"USS 0004927",192,1.28
"8416",2022-01-31,"USS 0004949",192,2.78
"8417",2022-01-31,"USS 0004966",192,1.98
"8418",2022-01-31,"USS 0005019",288,1.28
"8419",2022-01-31,"USS 0008953",288,2.11
"8420",2022-01-31,"USS 0008983",288,1.42
"8421",2022-01-31,"USS 0009044",288,4.22
"8422",2022-01-31,"USS 0009063",288,3.33
"8423",2022-01-31,"USS 0009067",288,1.91
"8424",2022-01-31,"USS 0009070",288,0.26
"8425",2022-01-31,"USS 0009072",288,2.25
"8426",2022-01-31,"USS 0009073",288,2.46
"8427",2022-01-31,"USS 0009074",288,2.81
"8428",2022-01-31,"USS 0009075",288,2.45
"8429",2022-01-31,"USS 0009076",288,2.21
"8430",2022-01-31,"USS 0015695",288,3
"8431",2022-01-31,"USS 0017113",96,0.64
"8432",2022-01-31,"USS 0017138",288,0.11
"8433",2022-01-31,"USS 0020686",96,0.31
"8434",2022-01-31,"USS 0020707",384,9.56
"8435",2022-01-31,"UST 0000711",624,9.33
"8436",2022-01-31,"UST 0000712",624,11.23
"8437",2022-01-31,"UST 0000713",624,9.35
"8438",2022-01-31,"UST 0002019",624,12.02
"8439",2022-01-31,"UST 0002020",624,11.42
"8440",2022-01-31,"UST 0002021",NA,146.02
"8441",2022-02-01,"USS 0004903",192,2.47
"8442",2022-02-01,"USS 0004927",192,1.65
"8443",2022-02-01,"USS 0004949",192,2.13
"8444",2022-02-01,"USS 0004966",192,1.29
"8445",2022-02-01,"USS 0005019",288,1.78
"8446",2022-02-01,"USS 0008953",288,3.52
"8447",2022-02-01,"USS 0008983",288,4.24
"8448",2022-02-01,"USS 0009044",288,5.02
"8449",2022-02-01,"USS 0009063",288,3.24
"8450",2022-02-01,"USS 0009067",288,1.42
"8451",2022-02-01,"USS 0009070",288,0.28
"8452",2022-02-01,"USS 0009072",288,2.18
"8453",2022-02-01,"USS 0009073",288,2.44
"8454",2022-02-01,"USS 0009074",288,2.79
"8455",2022-02-01,"USS 0009075",288,2.45
"8456",2022-02-01,"USS 0009076",288,2.2
"8457",2022-02-01,"USS 0015695",288,3.03
"8458",2022-02-01,"USS 0017113",96,0.75
"8459",2022-02-01,"USS 0017138",288,0.2
"8460",2022-02-01,"USS 0020686",96,0.39
"8461",2022-02-01,"USS 0020707",384,9.8
"8462",2022-02-01,"UST 0000711",624,9.37
"8463",2022-02-01,"UST 0000712",624,11.2
"8464",2022-02-01,"UST 0000713",624,9.33
"8465",2022-02-01,"UST 0002019",624,11.82
"8466",2022-02-01,"UST 0002020",624,11.56
"8467",2022-02-01,"UST 0002021",NA,137.72
"8468",2022-02-02,"USS 0004903",192,3.79
"8469",2022-02-02,"USS 0004927",192,1.64
"8470",2022-02-02,"USS 0004949",192,2.59
"8471",2022-02-02,"USS 0004966",192,2.07
"8472",2022-02-02,"USS 0005019",288,0.98
"8473",2022-02-02,"USS 0008953",288,1.87
"8474",2022-02-02,"USS 0008983",288,2.99
"8475",2022-02-02,"USS 0009044",288,3.28
"8476",2022-02-02,"USS 0009063",288,2.49
"8477",2022-02-02,"USS 0009067",288,1.98
"8478",2022-02-02,"USS 0009070",288,0.26
"8479",2022-02-02,"USS 0009072",288,2.44
"8480",2022-02-02,"USS 0009073",288,2.44
"8481",2022-02-02,"USS 0009074",288,2.81
"8482",2022-02-02,"USS 0009075",288,2.44
"8483",2022-02-02,"USS 0009076",288,2.22
"8484",2022-02-02,"USS 0015695",288,3.18
"8485",2022-02-02,"USS 0017113",96,0.71
"8486",2022-02-02,"USS 0017138",288,0.02
"8487",2022-02-02,"USS 0020686",96,0.57
"8488",2022-02-02,"USS 0020707",384,10.05
"8489",2022-02-02,"UST 0000711",624,9.28
"8490",2022-02-02,"UST 0000712",624,11.09
"8491",2022-02-02,"UST 0000713",624,9.28
"8492",2022-02-02,"UST 0002019",624,11.93
"8493",2022-02-02,"UST 0002020",624,11.32
"8494",2022-02-02,"UST 0002021",NA,146.69
"8495",2022-02-03,"USS 0004903",192,2.27
"8496",2022-02-03,"USS 0004927",192,1.67
"8497",2022-02-03,"USS 0004949",192,3.12
"8498",2022-02-03,"USS 0004966",192,2.08
"8499",2022-02-03,"USS 0005019",288,0.98
"8500",2022-02-03,"USS 0008953",288,1.68
"8501",2022-02-03,"USS 0008983",288,3.45
"8502",2022-02-03,"USS 0009044",288,3.12
"8503",2022-02-03,"USS 0009063",288,2.74
"8504",2022-02-03,"USS 0009067",288,3.02
"8505",2022-02-03,"USS 0009070",288,0.28
"8506",2022-02-03,"USS 0009072",288,2.28
"8507",2022-02-03,"USS 0009073",288,2.46
"8508",2022-02-03,"USS 0009074",288,2.89
"8509",2022-02-03,"USS 0009075",288,2.07
"8510",2022-02-03,"USS 0009076",288,2.27
"8511",2022-02-03,"USS 0015695",288,3.19
"8512",2022-02-03,"USS 0017113",96,0.56
"8513",2022-02-03,"USS 0017138",288,0.26
"8514",2022-02-03,"USS 0020686",96,0.19
"8515",2022-02-03,"USS 0020707",384,10.12
"8516",2022-02-03,"UST 0000711",624,9.01
"8517",2022-02-03,"UST 0000712",624,11.21
"8518",2022-02-03,"UST 0000713",624,9.29
"8519",2022-02-03,"UST 0002019",624,11.87
"8520",2022-02-03,"UST 0002020",624,10.82
"8521",2022-02-03,"UST 0002021",NA,136.38
"8522",2022-02-04,"USS 0004903",192,1.62
"8523",2022-02-04,"USS 0004927",192,1.63
"8524",2022-02-04,"USS 0004949",192,2.54
"8525",2022-02-04,"USS 0004966",192,1.59
"8526",2022-02-04,"USS 0005019",288,5.48
"8527",2022-02-04,"USS 0008953",288,2.03
"8528",2022-02-04,"USS 0008983",288,2.33
"8529",2022-02-04,"USS 0009044",288,2.93
"8530",2022-02-04,"USS 0009063",288,3.32
"8531",2022-02-04,"USS 0009067",288,2.24
"8532",2022-02-04,"USS 0009070",288,0.2
"8533",2022-02-04,"USS 0009072",288,1.98
"8534",2022-02-04,"USS 0009073",288,2.44
"8535",2022-02-04,"USS 0009074",288,2.76
"8536",2022-02-04,"USS 0009075",288,1.77
"8537",2022-02-04,"USS 0009076",288,2.2
"8538",2022-02-04,"USS 0015695",288,3.11
"8539",2022-02-04,"USS 0017113",96,0.66
"8540",2022-02-04,"USS 0017138",288,0.15
"8541",2022-02-04,"USS 0020686",96,0.38
"8542",2022-02-04,"USS 0020707",384,9.56
"8543",2022-02-04,"UST 0000711",624,8.7
"8544",2022-02-04,"UST 0000712",624,11.14
"8545",2022-02-04,"UST 0000713",624,9.14
"8546",2022-02-04,"UST 0002019",624,21.02
"8547",2022-02-04,"UST 0002020",624,10.99
"8548",2022-02-04,"UST 0002021",NA,146.19
"8549",2022-02-05,"USS 0004903",72,0.53
"8550",2022-02-05,"USS 0004927",192,1.31
"8551",2022-02-05,"USS 0004949",192,2.08
"8552",2022-02-05,"USS 0004966",192,1.4
"8553",2022-02-05,"USS 0005019",288,1.93
"8554",2022-02-05,"USS 0008953",288,2.03
"8555",2022-02-05,"USS 0008983",288,3.74
"8556",2022-02-05,"USS 0009044",288,3.81
"8557",2022-02-05,"USS 0009063",288,3.76
"8558",2022-02-05,"USS 0009067",288,1.61
"8559",2022-02-05,"USS 0009070",288,0.27
"8560",2022-02-05,"USS 0009072",288,1.95
"8561",2022-02-05,"USS 0009073",288,2.43
"8562",2022-02-05,"USS 0009074",288,2.76
"8563",2022-02-05,"USS 0009075",288,2.43
"8564",2022-02-05,"USS 0009076",288,2.21
"8565",2022-02-05,"USS 0015695",288,3.02
"8566",2022-02-05,"USS 0017113",96,0.69
"8567",2022-02-05,"USS 0017138",288,0
"8568",2022-02-05,"USS 0020686",96,0.08
"8569",2022-02-05,"USS 0020707",384,9.69
"8570",2022-02-05,"UST 0000711",624,8.88
"8571",2022-02-05,"UST 0000712",624,11.36
"8572",2022-02-05,"UST 0000713",624,9.4
"8573",2022-02-05,"UST 0002019",624,13.2
"8574",2022-02-05,"UST 0002020",624,10.57
"8575",2022-02-05,"UST 0002021",NA,137.8
"8576",2022-02-06,"USS 0004903",140,1.94
"8577",2022-02-06,"USS 0004927",192,1.49
"8578",2022-02-06,"USS 0004949",192,2.89
"8579",2022-02-06,"USS 0004966",192,1.94
"8580",2022-02-06,"USS 0005019",288,1.98
"8581",2022-02-06,"USS 0008953",288,2.09
"8582",2022-02-06,"USS 0008983",288,2.37
"8583",2022-02-06,"USS 0009044",288,3.14
"8584",2022-02-06,"USS 0009063",288,2.3
"8585",2022-02-06,"USS 0009067",288,1.9
"8586",2022-02-06,"USS 0009070",288,0.29
"8587",2022-02-06,"USS 0009072",288,1.96
"8588",2022-02-06,"USS 0009073",288,2.42
"8589",2022-02-06,"USS 0009074",288,2.8
"8590",2022-02-06,"USS 0009075",288,2.43
"8591",2022-02-06,"USS 0009076",288,2.21
"8592",2022-02-06,"USS 0015695",288,3.18
"8593",2022-02-06,"USS 0017113",96,0.01
"8594",2022-02-06,"USS 0017138",288,0.24
"8595",2022-02-06,"USS 0020686",96,0.25
"8596",2022-02-06,"USS 0020707",384,10.06
"8597",2022-02-06,"UST 0000711",624,13.15
"8598",2022-02-06,"UST 0000712",624,19.01
"8599",2022-02-06,"UST 0000713",624,9.42
"8600",2022-02-06,"UST 0002019",624,18.3
