"","date","MTR_NUMBER","conload","imp"
"4247",2021-08-31,"USS 0009070",288,1.08
"4248",2021-08-31,"USS 0009072",288,2.27
"4249",2021-08-31,"USS 0009073",288,2.29
"4250",2021-08-31,"USS 0009074",288,2.46
"4251",2021-08-31,"USS 0009075",288,2.33
"4252",2021-08-31,"USS 0009076",288,1.87
"4253",2021-08-31,"USS 0015695",288,1.52
"4254",2021-08-31,"USS 0017113",96,1.63
"4255",2021-08-31,"USS 0017137",384,0
"4256",2021-08-31,"USS 0017138",288,4.51
"4257",2021-08-31,"USS 0020686",96,0.78
"4258",2021-08-31,"USS 0020707",384,16
"4259",2021-08-31,"UST 0000712",624,10.13
"4260",2021-08-31,"UST 0000713",624,9.04
"4261",2021-08-31,"UST 0002019",624,8.65
"4262",2021-08-31,"UST 0002020",624,12.38
"4263",2021-08-31,"UST 0002021",NA,176.96
"4264",2021-09-01,"USS 0004903",192,4.16
"4265",2021-09-01,"USS 0004927",192,4.13
"4266",2021-09-01,"USS 0004949",192,4.52
"4267",2021-09-01,"USS 0004966",192,3.07
"4268",2021-09-01,"USS 0005019",288,1.9
"4269",2021-09-01,"USS 0008953",288,3.86
"4270",2021-09-01,"USS 0008983",288,5.8
"4271",2021-09-01,"USS 0009044",288,4.42
"4272",2021-09-01,"USS 0009063",288,4.4
"4273",2021-09-01,"USS 0009067",288,2.2
"4274",2021-09-01,"USS 0009070",288,2.89
"4275",2021-09-01,"USS 0009072",288,2.24
"4276",2021-09-01,"USS 0009073",288,1.8
"4277",2021-09-01,"USS 0009074",288,2.4
"4278",2021-09-01,"USS 0009075",288,2.3
"4279",2021-09-01,"USS 0009076",288,1.85
"4280",2021-09-01,"USS 0015695",288,1.82
"4281",2021-09-01,"USS 0017113",96,1.7
"4282",2021-09-01,"USS 0017137",384,0
"4283",2021-09-01,"USS 0017138",288,3
"4284",2021-09-01,"USS 0020686",96,0.87
"4285",2021-09-01,"USS 0020707",384,14.73
"4286",2021-09-01,"UST 0000712",624,11.12
"4287",2021-09-01,"UST 0000713",624,9.15
"4288",2021-09-01,"UST 0002019",624,8.89
"4289",2021-09-01,"UST 0002020",624,9.2
"4290",2021-09-01,"UST 0002021",NA,178.24
"4291",2021-09-02,"USS 0004903",192,4.83
"4292",2021-09-02,"USS 0004927",192,4.15
"4293",2021-09-02,"USS 0004949",192,4.21
"4294",2021-09-02,"USS 0004966",192,2.67
"4295",2021-09-02,"USS 0005019",288,1.62
"4296",2021-09-02,"USS 0008953",288,4.36
"4297",2021-09-02,"USS 0008983",288,6.03
"4298",2021-09-02,"USS 0009044",288,4.21
"4299",2021-09-02,"USS 0009063",288,2.81
"4300",2021-09-02,"USS 0009067",288,2.5
"4301",2021-09-02,"USS 0009070",288,1.06
"4302",2021-09-02,"USS 0009072",288,2.21
"4303",2021-09-02,"USS 0009073",288,1.78
"4304",2021-09-02,"USS 0009074",288,2.36
"4305",2021-09-02,"USS 0009075",288,2.29
"4306",2021-09-02,"USS 0009076",288,1.87
"4307",2021-09-02,"USS 0015695",288,1.54
"4308",2021-09-02,"USS 0017113",96,1.92
"4309",2021-09-02,"USS 0017137",384,0
"4310",2021-09-02,"USS 0017138",288,3.48
"4311",2021-09-02,"USS 0020686",96,1.04
"4312",2021-09-02,"USS 0020707",384,14.1
"4313",2021-09-02,"UST 0000712",624,10.26
"4314",2021-09-02,"UST 0000713",624,9.15
"4315",2021-09-02,"UST 0002019",624,8.67
"4316",2021-09-02,"UST 0002020",624,9.19
"4317",2021-09-02,"UST 0002021",NA,192.92
"4318",2021-09-03,"USS 0004903",192,4.8
"4319",2021-09-03,"USS 0004927",192,3.65
"4320",2021-09-03,"USS 0004949",192,4.7
"4321",2021-09-03,"USS 0004966",192,2.82
"4322",2021-09-03,"USS 0005019",288,1.66
"4323",2021-09-03,"USS 0008953",288,5.19
"4324",2021-09-03,"USS 0008983",288,5.51
"4325",2021-09-03,"USS 0009044",288,4.42
"4326",2021-09-03,"USS 0009063",288,2.46
"4327",2021-09-03,"USS 0009067",288,2.78
"4328",2021-09-03,"USS 0009070",288,1.37
"4329",2021-09-03,"USS 0009072",288,2.27
"4330",2021-09-03,"USS 0009073",288,1.83
"4331",2021-09-03,"USS 0009074",288,2.34
"4332",2021-09-03,"USS 0009075",288,2.34
"4333",2021-09-03,"USS 0009076",288,1.87
"4334",2021-09-03,"USS 0015695",288,1.67
"4335",2021-09-03,"USS 0017113",96,1.55
"4336",2021-09-03,"USS 0017137",384,0
"4337",2021-09-03,"USS 0017138",288,3.06
"4338",2021-09-03,"USS 0020686",96,0.93
"4339",2021-09-03,"USS 0020707",384,14.84
"4340",2021-09-03,"UST 0000712",624,10.2
"4341",2021-09-03,"UST 0000713",624,9.17
"4342",2021-09-03,"UST 0002019",624,8.85
"4343",2021-09-03,"UST 0002020",624,9.12
"4344",2021-09-03,"UST 0002021",NA,196.11
"4345",2021-09-04,"USS 0004903",192,4.69
"4346",2021-09-04,"USS 0004927",192,3.82
"4347",2021-09-04,"USS 0004949",192,4.58
"4348",2021-09-04,"USS 0004966",192,2.61
"4349",2021-09-04,"USS 0005019",288,1.56
"4350",2021-09-04,"USS 0008953",288,5.31
"4351",2021-09-04,"USS 0008983",288,6.94
"4352",2021-09-04,"USS 0009044",288,3.85
"4353",2021-09-04,"USS 0009063",288,2.42
"4354",2021-09-04,"USS 0009067",288,2.28
"4355",2021-09-04,"USS 0009070",288,1.41
"4356",2021-09-04,"USS 0009072",288,2.2
"4357",2021-09-04,"USS 0009073",288,1.78
"4358",2021-09-04,"USS 0009074",288,2.31
"4359",2021-09-04,"USS 0009075",288,2.3
"4360",2021-09-04,"USS 0009076",288,1.86
"4361",2021-09-04,"USS 0015695",288,1.62
"4362",2021-09-04,"USS 0017113",96,1.75
"4363",2021-09-04,"USS 0017137",384,0
"4364",2021-09-04,"USS 0017138",288,2.62
"4365",2021-09-04,"USS 0020686",96,0.82
"4366",2021-09-04,"USS 0020707",384,15.34
"4367",2021-09-04,"UST 0000712",624,10.26
"4368",2021-09-04,"UST 0000713",624,9.19
"4369",2021-09-04,"UST 0002019",624,8.91
"4370",2021-09-04,"UST 0002020",624,9.14
"4371",2021-09-04,"UST 0002021",NA,138.44
"4372",2021-09-05,"USS 0004903",192,4.72
"4373",2021-09-05,"USS 0004927",192,4.52
"4374",2021-09-05,"USS 0004949",192,5.46
"4375",2021-09-05,"USS 0004966",192,2.96
"4376",2021-09-05,"USS 0005019",288,4.07
"4377",2021-09-05,"USS 0008953",288,4.34
"4378",2021-09-05,"USS 0008983",288,4.49
"4379",2021-09-05,"USS 0009044",288,4.01
"4380",2021-09-05,"USS 0009063",288,3.04
"4381",2021-09-05,"USS 0009067",288,1.82
"4382",2021-09-05,"USS 0009070",288,0.61
"4383",2021-09-05,"USS 0009072",288,2.18
"4384",2021-09-05,"USS 0009073",288,1.79
"4385",2021-09-05,"USS 0009074",288,2.31
"4386",2021-09-05,"USS 0009075",288,2.31
"4387",2021-09-05,"USS 0009076",288,1.86
"4388",2021-09-05,"USS 0015695",288,1.82
"4389",2021-09-05,"USS 0017113",96,0.03
"4390",2021-09-05,"USS 0017137",384,0
"4391",2021-09-05,"USS 0017138",288,1.36
"4392",2021-09-05,"USS 0020686",96,0.82
"4393",2021-09-05,"USS 0020707",384,16.02
"4394",2021-09-05,"UST 0000712",624,10.34
"4395",2021-09-05,"UST 0000713",624,9.18
"4396",2021-09-05,"UST 0002019",624,8.81
"4397",2021-09-05,"UST 0002020",624,9.23
"4398",2021-09-05,"UST 0002021",NA,171.96
"4399",2021-09-06,"USS 0004903",192,5.23
"4400",2021-09-06,"USS 0004927",192,4.45
"4401",2021-09-06,"USS 0004949",192,5.38
"4402",2021-09-06,"USS 0004966",192,3.2
"4403",2021-09-06,"USS 0005019",288,4.08
"4404",2021-09-06,"USS 0008953",288,4.59
"4405",2021-09-06,"USS 0008983",288,5.86
"4406",2021-09-06,"USS 0009044",288,3.45
"4407",2021-09-06,"USS 0009063",288,3.88
"4408",2021-09-06,"USS 0009067",288,2.9
"4409",2021-09-06,"USS 0009070",288,1.66
"4410",2021-09-06,"USS 0009072",288,2.17
"4411",2021-09-06,"USS 0009073",288,1.77
"4412",2021-09-06,"USS 0009074",288,2.3
"4413",2021-09-06,"USS 0009075",288,2.3
"4414",2021-09-06,"USS 0009076",288,1.85
"4415",2021-09-06,"USS 0015695",288,1.66
"4416",2021-09-06,"USS 0017113",96,1.41
"4417",2021-09-06,"USS 0017137",384,0
"4418",2021-09-06,"USS 0017138",288,3.01
"4419",2021-09-06,"USS 0020686",96,1.04
"4420",2021-09-06,"USS 0020707",384,14.85
"4421",2021-09-06,"UST 0000712",624,10.32
"4422",2021-09-06,"UST 0000713",624,9.11
"4423",2021-09-06,"UST 0002019",624,8.85
"4424",2021-09-06,"UST 0002020",624,8.96
"4425",2021-09-06,"UST 0002021",NA,177.78
"4426",2021-09-07,"USS 0004903",192,5.47
"4427",2021-09-07,"USS 0004927",192,4.72
"4428",2021-09-07,"USS 0004949",192,5.6
"4429",2021-09-07,"USS 0004966",192,3.28
"4430",2021-09-07,"USS 0005019",288,2.5
"4431",2021-09-07,"USS 0008953",288,5.2
"4432",2021-09-07,"USS 0008983",288,5.92
"4433",2021-09-07,"USS 0009044",288,3.45
"4434",2021-09-07,"USS 0009063",288,5.81
"4435",2021-09-07,"USS 0009067",288,2.64
"4436",2021-09-07,"USS 0009070",288,2.15
"4437",2021-09-07,"USS 0009072",288,2.24
"4438",2021-09-07,"USS 0009073",288,1.81
"4439",2021-09-07,"USS 0009074",288,2.32
"4440",2021-09-07,"USS 0009075",288,2.32
"4441",2021-09-07,"USS 0009076",288,1.86
"4442",2021-09-07,"USS 0015695",288,1.76
"4443",2021-09-07,"USS 0017113",96,1.89
"4444",2021-09-07,"USS 0017137",384,0
"4445",2021-09-07,"USS 0017138",288,3.72
"4446",2021-09-07,"USS 0020686",96,0.86
"4447",2021-09-07,"USS 0020707",384,15
"4448",2021-09-07,"UST 0000712",624,10.34
"4449",2021-09-07,"UST 0000713",624,9.21
"4450",2021-09-07,"UST 0002019",624,8.89
"4451",2021-09-07,"UST 0002020",624,9.13
"4452",2021-09-07,"UST 0002021",NA,155.09
"4453",2021-09-08,"USS 0004903",192,6.05
"4454",2021-09-08,"USS 0004927",192,5.49
"4455",2021-09-08,"USS 0004949",192,4.39
"4456",2021-09-08,"USS 0004966",192,2.91
"4457",2021-09-08,"USS 0005019",288,3.39
"4458",2021-09-08,"USS 0008953",288,4.48
"4459",2021-09-08,"USS 0008983",288,6.33
"4460",2021-09-08,"USS 0009044",288,3.95
"4461",2021-09-08,"USS 0009063",288,3.58
"4462",2021-09-08,"USS 0009067",288,2.64
"4463",2021-09-08,"USS 0009070",288,1.01
"4464",2021-09-08,"USS 0009072",288,2.18
"4465",2021-09-08,"USS 0009073",288,1.79
"4466",2021-09-08,"USS 0009074",288,2.31
"4467",2021-09-08,"USS 0009075",288,2.3
"4468",2021-09-08,"USS 0009076",288,1.86
"4469",2021-09-08,"USS 0015695",288,1.88
"4470",2021-09-08,"USS 0017113",96,1.75
"4471",2021-09-08,"USS 0017137",384,0
"4472",2021-09-08,"USS 0017138",288,3.75
"4473",2021-09-08,"USS 0020686",96,0.88
"4474",2021-09-08,"USS 0020707",384,15.71
"4475",2021-09-08,"UST 0000712",624,9.91
"4476",2021-09-08,"UST 0000713",624,9.17
"4477",2021-09-08,"UST 0002019",624,8.73
"4478",2021-09-08,"UST 0002020",624,9.2
"4479",2021-09-08,"UST 0002021",NA,167.38
"4480",2021-09-09,"USS 0004903",192,4.19
"4481",2021-09-09,"USS 0004927",192,6.24
"4482",2021-09-09,"USS 0004949",192,6.11
"4483",2021-09-09,"USS 0004966",192,3.15
"4484",2021-09-09,"USS 0005019",288,1.87
"4485",2021-09-09,"USS 0008953",288,4.33
"4486",2021-09-09,"USS 0008983",288,2.62
"4487",2021-09-09,"USS 0009044",288,4.09
"4488",2021-09-09,"USS 0009063",288,3.15
"4489",2021-09-09,"USS 0009067",288,2.82
"4490",2021-09-09,"USS 0009070",288,1.21
"4491",2021-09-09,"USS 0009072",288,2.31
"4492",2021-09-09,"USS 0009073",288,1.84
"4493",2021-09-09,"USS 0009074",288,2.33
"4494",2021-09-09,"USS 0009075",288,2.34
"4495",2021-09-09,"USS 0009076",288,1.86
"4496",2021-09-09,"USS 0015695",288,4.3
"4497",2021-09-09,"USS 0017113",96,1.63
"4498",2021-09-09,"USS 0017137",384,0
"4499",2021-09-09,"USS 0017138",288,3.49
"4500",2021-09-09,"USS 0020686",96,0.97
"4501",2021-09-09,"USS 0020707",384,14.39
"4502",2021-09-09,"UST 0000712",624,10.33
"4503",2021-09-09,"UST 0000713",624,9.12
"4504",2021-09-09,"UST 0002019",624,8.88
"4505",2021-09-09,"UST 0002020",624,9.19
"4506",2021-09-09,"UST 0002021",NA,179.08
"4507",2021-09-10,"USS 0004903",192,3.83
"4508",2021-09-10,"USS 0004927",192,2.96
"4509",2021-09-10,"USS 0004949",192,2.77
"4510",2021-09-10,"USS 0004966",192,3.35
"4511",2021-09-10,"USS 0005019",288,2.94
"4512",2021-09-10,"USS 0008953",288,4.07
"4513",2021-09-10,"USS 0008983",288,5.24
"4514",2021-09-10,"USS 0009044",288,3.65
"4515",2021-09-10,"USS 0009063",288,2.66
"4516",2021-09-10,"USS 0009067",288,1.5
"4517",2021-09-10,"USS 0009070",288,1
"4518",2021-09-10,"USS 0009072",288,2.22
"4519",2021-09-10,"USS 0009073",288,1.8
"4520",2021-09-10,"USS 0009074",288,2.32
"4521",2021-09-10,"USS 0009075",288,2.32
"4522",2021-09-10,"USS 0009076",288,1.87
"4523",2021-09-10,"USS 0015695",288,1.61
"4524",2021-09-10,"USS 0017113",96,1.67
"4525",2021-09-10,"USS 0017137",384,0
"4526",2021-09-10,"USS 0017138",288,1.45
"4527",2021-09-10,"USS 0020686",96,0.7
"4528",2021-09-10,"USS 0020707",384,14.7
"4529",2021-09-10,"UST 0000712",624,10.22
"4530",2021-09-10,"UST 0000713",624,9.24
"4531",2021-09-10,"UST 0002019",624,9.41
"4532",2021-09-10,"UST 0002020",624,9.48
"4533",2021-09-10,"UST 0002021",NA,166.38
"4534",2021-09-11,"USS 0004903",192,4.52
"4535",2021-09-11,"USS 0004927",192,3.28
"4536",2021-09-11,"USS 0004949",192,2.78
"4537",2021-09-11,"USS 0004966",192,2.64
"4538",2021-09-11,"USS 0005019",288,3.03
"4539",2021-09-11,"USS 0008953",288,4.8
"4540",2021-09-11,"USS 0008983",288,4.73
"4541",2021-09-11,"USS 0009044",288,4.58
"4542",2021-09-11,"USS 0009063",288,2.11
"4543",2021-09-11,"USS 0009067",288,2.49
"4544",2021-09-11,"USS 0009070",288,1.38
"4545",2021-09-11,"USS 0009072",288,2.23
"4546",2021-09-11,"USS 0009073",288,2.28
"4547",2021-09-11,"USS 0009074",288,2.33
"4548",2021-09-11,"USS 0009075",288,2.32
"4549",2021-09-11,"USS 0009076",288,1.87
"4550",2021-09-11,"USS 0015695",288,1.66
"4551",2021-09-11,"USS 0017113",96,1.51
"4552",2021-09-11,"USS 0017137",384,0
"4553",2021-09-11,"USS 0017138",288,0.89
"4554",2021-09-11,"USS 0020686",96,0.7
"4555",2021-09-11,"USS 0020707",384,15.14
"4556",2021-09-11,"UST 0000712",624,10.36
"4557",2021-09-11,"UST 0000713",624,9.23
"4558",2021-09-11,"UST 0002019",624,9.29
"4559",2021-09-11,"UST 0002020",624,9.49
"4560",2021-09-11,"UST 0002021",NA,140.1
"4561",2021-09-12,"USS 0004903",192,3.2
"4562",2021-09-12,"USS 0004927",190,3.82
"4563",2021-09-12,"USS 0004949",192,4.65
"4564",2021-09-12,"USS 0004966",192,2.68
"4565",2021-09-12,"USS 0005019",288,3.38
"4566",2021-09-12,"USS 0008953",288,5.23
"4567",2021-09-12,"USS 0008983",288,4.55
"4568",2021-09-12,"USS 0009044",288,3.36
"4569",2021-09-12,"USS 0009063",288,3.52
"4570",2021-09-12,"USS 0009067",288,1.24
"4571",2021-09-12,"USS 0009070",288,0.75
"4572",2021-09-12,"USS 0009072",288,2.32
"4573",2021-09-12,"USS 0009073",288,3.5
"4574",2021-09-12,"USS 0009074",288,2.53
"4575",2021-09-12,"USS 0009075",285,2.52
"4576",2021-09-12,"USS 0009076",288,1.91
"4577",2021-09-12,"USS 0015695",288,1.98
"4578",2021-09-12,"USS 0017113",96,0
"4579",2021-09-12,"USS 0017137",384,0
"4580",2021-09-12,"USS 0017138",288,0.89
"4581",2021-09-12,"USS 0020686",96,0.41
"4582",2021-09-12,"USS 0020707",384,14.88
"4583",2021-09-12,"UST 0000712",624,10.46
"4584",2021-09-12,"UST 0000713",624,9.3
"4585",2021-09-12,"UST 0002019",624,9.43
"4586",2021-09-12,"UST 0002020",624,9.51
"4587",2021-09-12,"UST 0002021",NA,190.67
"4588",2021-09-13,"USS 0004903",192,4.75
"4589",2021-09-13,"USS 0004927",192,3.88
"4590",2021-09-13,"USS 0004949",192,3.58
"4591",2021-09-13,"USS 0004966",192,2.37
"4592",2021-09-13,"USS 0005019",288,3.19
"4593",2021-09-13,"USS 0008953",288,4.36
"4594",2021-09-13,"USS 0008983",288,4.5
"4595",2021-09-13,"USS 0009044",288,4.25
"4596",2021-09-13,"USS 0009063",288,3.48
"4597",2021-09-13,"USS 0009067",288,3.1
"4598",2021-09-13,"USS 0009070",288,0.93
"4599",2021-09-13,"USS 0009072",288,2.33
"4600",2021-09-13,"USS 0009073",288,3.73
"4601",2021-09-13,"USS 0009074",288,2.8
"4602",2021-09-13,"USS 0009075",288,2.8
"4603",2021-09-13,"USS 0009076",288,1.88
"4604",2021-09-13,"USS 0015695",288,2.08
"4605",2021-09-13,"USS 0017113",96,1.46
"4606",2021-09-13,"USS 0017137",384,0
"4607",2021-09-13,"USS 0017138",288,3.02
"4608",2021-09-13,"USS 0020686",96,0.79
"4609",2021-09-13,"USS 0020707",384,13.86
"4610",2021-09-13,"UST 0000712",624,10.32
"4611",2021-09-13,"UST 0000713",624,9.19
"4612",2021-09-13,"UST 0002019",624,9.11
"4613",2021-09-13,"UST 0002020",624,9.34
"4614",2021-09-13,"UST 0002021",NA,152.94
"4615",2021-09-14,"USS 0004903",192,4.12
"4616",2021-09-14,"USS 0004927",192,4.32
"4617",2021-09-14,"USS 0004949",192,4.74
"4618",2021-09-14,"USS 0004966",192,3.06
"4619",2021-09-14,"USS 0005019",288,2.62
"4620",2021-09-14,"USS 0008953",288,5.01
"4621",2021-09-14,"USS 0008983",288,5.43
"4622",2021-09-14,"USS 0009044",288,4.13
"4623",2021-09-14,"USS 0009063",288,3.26
"4624",2021-09-14,"USS 0009067",288,2.48
"4625",2021-09-14,"USS 0009070",288,0.95
"4626",2021-09-14,"USS 0009072",288,2.45
"4627",2021-09-14,"USS 0009073",288,3.74
"4628",2021-09-14,"USS 0009074",288,2.79
"4629",2021-09-14,"USS 0009075",288,2.8
"4630",2021-09-14,"USS 0009076",288,1.88
"4631",2021-09-14,"USS 0015695",288,2.99
"4632",2021-09-14,"USS 0017113",96,2.1
"4633",2021-09-14,"USS 0017137",384,0
"4634",2021-09-14,"USS 0017138",288,3.61
"4635",2021-09-14,"USS 0020686",96,0.82
"4636",2021-09-14,"USS 0020707",384,15.48
"4637",2021-09-14,"UST 0000712",624,10.37
"4638",2021-09-14,"UST 0000713",624,9.19
"4639",2021-09-14,"UST 0002019",624,9.22
"4640",2021-09-14,"UST 0002020",624,9.21
"4641",2021-09-14,"UST 0002021",NA,151.3
"4642",2021-09-15,"USS 0004903",192,5.76
"4643",2021-09-15,"USS 0004927",192,4.09
"4644",2021-09-15,"USS 0004949",192,5.06
"4645",2021-09-15,"USS 0004966",192,2.18
"4646",2021-09-15,"USS 0005019",288,2.02
"4647",2021-09-15,"USS 0008953",288,4.44
"4648",2021-09-15,"USS 0008983",288,4.57
"4649",2021-09-15,"USS 0009044",288,3.48
"4650",2021-09-15,"USS 0009063",288,2.6
"4651",2021-09-15,"USS 0009067",288,3.18
"4652",2021-09-15,"USS 0009070",288,1
"4653",2021-09-15,"USS 0009072",288,2.29
"4654",2021-09-15,"USS 0009073",288,3.74
"4655",2021-09-15,"USS 0009074",288,2.78
"4656",2021-09-15,"USS 0009075",288,2.78
"4657",2021-09-15,"USS 0009076",288,1.88
"4658",2021-09-15,"USS 0015695",288,2.09
"4659",2021-09-15,"USS 0017113",96,0.55
"4660",2021-09-15,"USS 0017137",384,0
"4661",2021-09-15,"USS 0017138",288,3.85
"4662",2021-09-15,"USS 0020686",96,0.88
"4663",2021-09-15,"USS 0020707",384,13.96
"4664",2021-09-15,"UST 0000712",624,10.28
"4665",2021-09-15,"UST 0000713",624,9.15
"4666",2021-09-15,"UST 0002019",624,9.56
"4667",2021-09-15,"UST 0002020",624,9.23
"4668",2021-09-15,"UST 0002021",NA,155.99
"4669",2021-09-16,"USS 0004903",192,4.34
"4670",2021-09-16,"USS 0004927",192,3.8
"4671",2021-09-16,"USS 0004949",192,4.77
"4672",2021-09-16,"USS 0004966",192,2.91
"4673",2021-09-16,"USS 0005019",288,2.48
"4674",2021-09-16,"USS 0008953",288,5.57
"4675",2021-09-16,"USS 0008983",288,5.74
"4676",2021-09-16,"USS 0009044",288,4.2
"4677",2021-09-16,"USS 0009063",288,3.8
"4678",2021-09-16,"USS 0009067",288,3.64
"4679",2021-09-16,"USS 0009070",288,1.03
"4680",2021-09-16,"USS 0009072",288,2.25
"4681",2021-09-16,"USS 0009073",288,3.7
"4682",2021-09-16,"USS 0009074",288,2.75
"4683",2021-09-16,"USS 0009075",288,2.76
"4684",2021-09-16,"USS 0009076",288,1.85
"4685",2021-09-16,"USS 0015695",288,1.94
"4686",2021-09-16,"USS 0017113",96,1.74
"4687",2021-09-16,"USS 0017137",384,0
"4688",2021-09-16,"USS 0017138",288,0.95
"4689",2021-09-16,"USS 0020686",96,0.73
"4690",2021-09-16,"USS 0020707",384,15.98
"4691",2021-09-16,"UST 0000712",624,10.27
"4692",2021-09-16,"UST 0000713",624,9.59
"4693",2021-09-16,"UST 0002019",624,9.85
"4694",2021-09-16,"UST 0002020",624,9.34
"4695",2021-09-16,"UST 0002021",NA,146.69
"4696",2021-09-17,"USS 0004903",192,4.17
"4697",2021-09-17,"USS 0004927",192,3.47
"4698",2021-09-17,"USS 0004949",192,5.54
"4699",2021-09-17,"USS 0004966",192,2.6
"4700",2021-09-17,"USS 0005019",288,2.79
"4701",2021-09-17,"USS 0008953",288,3.3
"4702",2021-09-17,"USS 0008983",288,4.2
"4703",2021-09-17,"USS 0009044",288,3.86
"4704",2021-09-17,"USS 0009063",288,2.6
"4705",2021-09-17,"USS 0009067",288,2.82
"4706",2021-09-17,"USS 0009070",288,0.98
"4707",2021-09-17,"USS 0009072",288,2.29
"4708",2021-09-17,"USS 0009073",288,3.75
"4709",2021-09-17,"USS 0009074",288,2.79
"4710",2021-09-17,"USS 0009075",288,2.79
"4711",2021-09-17,"USS 0009076",288,1.88
"4712",2021-09-17,"USS 0015695",288,1.95
"4713",2021-09-17,"USS 0017113",96,1.75
"4714",2021-09-17,"USS 0017137",384,0
"4715",2021-09-17,"USS 0017138",288,0.7
"4716",2021-09-17,"USS 0020686",96,0.56
"4717",2021-09-17,"USS 0020707",384,15.24
"4718",2021-09-17,"UST 0000712",624,10.63
"4719",2021-09-17,"UST 0000713",624,10.11
"4720",2021-09-17,"UST 0002019",624,10.05
"4721",2021-09-17,"UST 0002020",624,9.12
"4722",2021-09-17,"UST 0002021",NA,216.47
"4723",2021-09-18,"USS 0004903",192,3.43
"4724",2021-09-18,"USS 0004927",192,3.81
"4725",2021-09-18,"USS 0004949",192,3.52
"4726",2021-09-18,"USS 0004966",192,2.62
"4727",2021-09-18,"USS 0005019",288,2.38
"4728",2021-09-18,"USS 0008953",288,2.51
"4729",2021-09-18,"USS 0008983",288,5.66
"4730",2021-09-18,"USS 0009044",288,3.41
"4731",2021-09-18,"USS 0009063",288,3.14
"4732",2021-09-18,"USS 0009067",288,2.31
"4733",2021-09-18,"USS 0009070",288,0.97
"4734",2021-09-18,"USS 0009072",288,2.33
"4735",2021-09-18,"USS 0009073",288,3.77
"4736",2021-09-18,"USS 0009074",288,2.83
"4737",2021-09-18,"USS 0009075",288,2.83
"4738",2021-09-18,"USS 0009076",288,1.89
"4739",2021-09-18,"USS 0015695",288,1.63
"4740",2021-09-18,"USS 0017113",96,1.54
"4741",2021-09-18,"USS 0017137",384,0
"4742",2021-09-18,"USS 0017138",288,0.77
"4743",2021-09-18,"USS 0020686",96,0.85
"4744",2021-09-18,"USS 0020707",384,14.1
"4745",2021-09-18,"UST 0000712",624,10.48
"4746",2021-09-18,"UST 0000713",624,10.15
"4747",2021-09-18,"UST 0002019",624,10.08
"4748",2021-09-18,"UST 0002020",624,9.04
"4749",2021-09-18,"UST 0002021",NA,119.71
"4750",2021-09-19,"USS 0004903",192,4.74
"4751",2021-09-19,"USS 0004927",192,3.67
"4752",2021-09-19,"USS 0004949",192,4.65
"4753",2021-09-19,"USS 0004966",192,2.95
"4754",2021-09-19,"USS 0005019",288,2.91
"4755",2021-09-19,"USS 0008953",288,3.37
"4756",2021-09-19,"USS 0008983",288,4.81
"4757",2021-09-19,"USS 0009044",288,3.53
"4758",2021-09-19,"USS 0009063",288,2.73
"4759",2021-09-19,"USS 0009067",288,1.43
"4760",2021-09-19,"USS 0009070",288,0.76
"4761",2021-09-19,"USS 0009072",288,2.3
"4762",2021-09-19,"USS 0009073",288,3.75
"4763",2021-09-19,"USS 0009074",288,2.8
"4764",2021-09-19,"USS 0009075",288,2.8
"4765",2021-09-19,"USS 0009076",288,1.88
"4766",2021-09-19,"USS 0015695",288,2.09
"4767",2021-09-19,"USS 0017113",96,0.11
"4768",2021-09-19,"USS 0017137",384,0
"4769",2021-09-19,"USS 0017138",288,0
"4770",2021-09-19,"USS 0020686",96,0.71
"4771",2021-09-19,"USS 0020707",384,14.99
"4772",2021-09-19,"UST 0000712",624,10.44
"4773",2021-09-19,"UST 0000713",624,10.18
"4774",2021-09-19,"UST 0002019",624,10.21
"4775",2021-09-19,"UST 0002020",624,9.44
"4776",2021-09-19,"UST 0002021",NA,154.4
"4777",2021-09-20,"USS 0004903",192,4.28
"4778",2021-09-20,"USS 0004927",192,2.61
"4779",2021-09-20,"USS 0004949",192,3.15
"4780",2021-09-20,"USS 0004966",192,2.55
"4781",2021-09-20,"USS 0005019",288,2.16
"4782",2021-09-20,"USS 0008953",288,3.18
"4783",2021-09-20,"USS 0008983",288,4.78
"4784",2021-09-20,"USS 0009044",288,3.42
"4785",2021-09-20,"USS 0009063",288,3.48
"4786",2021-09-20,"USS 0009067",288,2.69
"4787",2021-09-20,"USS 0009070",288,1.17
"4788",2021-09-20,"USS 0009072",288,2.29
"4789",2021-09-20,"USS 0009073",288,3.74
"4790",2021-09-20,"USS 0009074",288,2.79
"4791",2021-09-20,"USS 0009075",288,2.79
"4792",2021-09-20,"USS 0009076",288,1.88
"4793",2021-09-20,"USS 0015695",288,3.15
"4794",2021-09-20,"USS 0017113",96,1.91
"4795",2021-09-20,"USS 0017137",384,0
"4796",2021-09-20,"USS 0017138",288,2.43
"4797",2021-09-20,"USS 0020686",96,0.85
"4798",2021-09-20,"USS 0020707",384,14.45
"4799",2021-09-20,"UST 0000712",624,10.35
"4800",2021-09-20,"UST 0000713",624,10.11
"4801",2021-09-20,"UST 0002019",624,10.09
"4802",2021-09-20,"UST 0002020",624,9.04
"4803",2021-09-20,"UST 0002021",NA,153.81
"4804",2021-09-21,"USS 0004903",192,4.46
"4805",2021-09-21,"USS 0004927",192,3
"4806",2021-09-21,"USS 0004949",192,4.23
